sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,total_reads,ntsm_score,production,title,design_description,generator_facility,generator_contact,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,basecaller_version,ccs_algorithm,cell_type,platform_unit_1,platform_unit_2,barcode,iso_library_id,iso_filename,pool,similarity,pbtrim_version,jasmine_version,lima_version,refine_version,check-flnc reads
HG02004,,SRP305758,PRJNA701308,,HG02004.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_Kinnex/HG02004.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,bam,16359794,0.146583,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02004.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_235807_s3,m84081_240716_015737_s4,bc12,HPRC_Kinnex_Pool_7,flnc-8.bam,HPRC_Kinnex_Pool7,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02015,,SRP305758,PRJNA701308,,HG02015.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02015/raw_data/PacBio_Kinnex/HG02015.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,bam,17165724,0.15307,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02015.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_235807_s3,m84081_240716_015737_s4,bc01,HPRC_Kinnex_Pool_7,flnc-1.bam,HPRC_Kinnex_Pool7,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02040,,SRP305758,PRJNA701308,,HG02040.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02040/raw_data/PacBio_Kinnex/HG02040.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,bam,22714843,0.173373,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02040.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240726_211757_s1,m84081_240726_191837_s2,bc11,HPRC_Kinnex_Pool_14,flnc-7.bam,HPRC_Kinnex_Pool14,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02056,,SRP305758,PRJNA701308,,HG02056.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_Kinnex/HG02056.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,bam,17893845,0.148101,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02056.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240719_183458_s2,m84081_240719_203427_s1,bc06,HPRC_Kinnex_Pool_9,flnc-6.bam,HPRC_Kinnex_Pool9,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02129,,SRP305758,PRJNA701308,,HG02129.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_Kinnex/HG02129.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,bam,21855729,0.15665,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02129.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240719_223349_s3,m84081_240720_003316_s4,bc10,HPRC_Kinnex_Pool_10,flnc-6.bam,HPRC_Kinnex_Pool10,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02155,,SRP305758,PRJNA701308,,HG02155.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_Kinnex/HG02155.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,bam,31096825,0.149345,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02155.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240722_210122_s1,m84081_240722_190156_s2,bc04,HPRC_Kinnex_Pool_13,flnc-4.bam,HPRC_Kinnex_Pool13,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02165,,SRP305758,PRJNA701308,,HG02165.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02165/raw_data/PacBio_Kinnex/HG02165.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,bam,14542468,0.168903,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02165.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240726_211757_s1,m84081_240726_191837_s2,bc09,HPRC_Kinnex_Pool_14,flnc-5.bam,HPRC_Kinnex_Pool14,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02178,,SRP305758,PRJNA701308,,HG02178.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_Kinnex/HG02178.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam,bam,16132486,0.151244,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02178.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240724_105227_s4,m84081_240724_085257_s3,bc07,HPRC_Kinnex_Pool_17,flnc-3.bam,HPRC_Kinnex_Pool17,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02257,,SRP305758,PRJNA701308,,HG02257.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_Kinnex/HG02257.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,bam,21773351,0.152613,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02257.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_194046_s2,m84081_240717_095021_s3,bc06,HPRC_Kinnex_Pool_1,flnc-2.bam,HPRC_Kinnex_Pool1,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02258,,SRP305758,PRJNA701308,,HG02258.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_Kinnex/HG02258.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,bam,21017749,0.139315,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02258.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240719_223349_s3,m84081_240720_003316_s4,bc09,HPRC_Kinnex_Pool_10,flnc-5.bam,HPRC_Kinnex_Pool10,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02273,,SRP305758,PRJNA701308,,HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_Kinnex/HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam,bam,27501145,0.150835,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240721_102523_s4,m84081_240721_082556_s3,bc01,HPRC_Kinnex_Pool_12,flnc-1.bam,HPRC_Kinnex_Pool12,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02280,,SRP305758,PRJNA701308,,HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_Kinnex/HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,bam,21286278,0.168319,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_235807_s3,m84081_240716_015737_s4,bc02,HPRC_Kinnex_Pool_7,flnc-2.bam,HPRC_Kinnex_Pool7,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02293,,SRP305758,PRJNA701308,,HG02293.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_Kinnex/HG02293.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,bam,19494100,0.149622,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02293.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_235807_s3,m84081_240716_015737_s4,bc03,HPRC_Kinnex_Pool_7,flnc-3.bam,HPRC_Kinnex_Pool7,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02300,,SRP305758,PRJNA701308,,HG02300.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_Kinnex/HG02300.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,bam,19252767,0.154825,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02300.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_235807_s3,m84081_240716_015737_s4,bc04,HPRC_Kinnex_Pool_7,flnc-4.bam,HPRC_Kinnex_Pool7,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02391,,SRP305758,PRJNA701308,,HG02391.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02391/raw_data/PacBio_Kinnex/HG02391.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,bam,17830641,0.14043,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02391.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240722_230051_s3,m84081_240723_010018_s4,bc03,HPRC_Kinnex_Pool_15,flnc-3.bam,HPRC_Kinnex_Pool15,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02392,,SRP305758,PRJNA701308,,HG02392.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_Kinnex/HG02392.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam,bam,17381819,0.143555,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02392.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240724_105227_s4,m84081_240724_085257_s3,bc05,HPRC_Kinnex_Pool_17,flnc-1.bam,HPRC_Kinnex_Pool17,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02451,,SRP305758,PRJNA701308,,HG02451.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_Kinnex/HG02451.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam,bam,15407782,0.157729,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02451.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240717_055117_s2,m84081_240717_075054_s1,bc05,HPRC_Kinnex_Pool_8,flnc-1.bam,HPRC_Kinnex_Pool8,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02514,,SRP305758,PRJNA701308,,HG02514.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_Kinnex/HG02514.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,bam,16405113,0.167537,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02514.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240721_062628_s1,m84081_240721_042704_s2,bc07,HPRC_Kinnex_Pool_11,flnc-3.bam,HPRC_Kinnex_Pool11,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02572,,SRP305758,PRJNA701308,,HG02572.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_Kinnex/HG02572.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,bam,17471848,0.163582,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02572.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240703_203142_s1,m84081_240709_185528_s2,bc05,HPRC_Kinnex_Pool_2,flnc-1.bam,HPRC_Kinnex_Pool2,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02583,,SRP305758,PRJNA701308,,HG02583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02583/raw_data/PacBio_Kinnex/HG02583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,bam,13872453,0.134408,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240728_110915_s4,m84081_240728_090940_s3,bc11,HPRC_Kinnex_Pool_20,flnc-7.bam,HPRC_Kinnex_Pool20,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02602,,SRP305758,PRJNA701308,,HG02602.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_Kinnex/HG02602.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,bam,19086197,0.168164,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02602.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_233953_s3,m84081_240714_053249_s2,bc07,HPRC_Kinnex_Pool_3,flnc-7.bam,HPRC_Kinnex_Pool3,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02615,,SRP305758,PRJNA701308,,HG02615.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_Kinnex/HG02615.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,bam,17003779,0.141505,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02615.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_233953_s3,m84081_240714_053249_s2,bc08,HPRC_Kinnex_Pool_3,flnc-8.bam,HPRC_Kinnex_Pool3,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02622,,SRP305758,PRJNA701308,,HG02622.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02622/raw_data/PacBio_Kinnex/HG02622.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,bam,20284460,0.158452,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02622.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240703_203142_s1,m84081_240709_185528_s2,bc06,HPRC_Kinnex_Pool_2,flnc-2.bam,HPRC_Kinnex_Pool2,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02630,,SRP305758,PRJNA701308,,HG02630.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02630/raw_data/PacBio_Kinnex/HG02630.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,bam,16899780,0.157962,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02630.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240703_203142_s1,m84081_240709_185528_s2,bc07,HPRC_Kinnex_Pool_2,flnc-3.bam,HPRC_Kinnex_Pool2,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02647,,SRP305758,PRJNA701308,,HG02647.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_Kinnex/HG02647.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,bam,17358721,0.142868,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02647.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240713_013912_s4,m84081_240714_073231_s1,bc09,HPRC_Kinnex_Pool_4,flnc-5.bam,HPRC_Kinnex_Pool4,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02668,,SRP305758,PRJNA701308,,HG02668.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_Kinnex/HG02668.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,bam,18826244,0.153817,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02668.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240713_013912_s4,m84081_240714_073231_s1,bc10,HPRC_Kinnex_Pool_4,flnc-6.bam,HPRC_Kinnex_Pool4,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02698,,SRP305758,PRJNA701308,,HG02698.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_Kinnex/HG02698.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,bam,16574574,0.163801,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02698.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240713_013912_s4,m84081_240714_073231_s1,bc11,HPRC_Kinnex_Pool_4,flnc-7.bam,HPRC_Kinnex_Pool4,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02717,,SRP305758,PRJNA701308,,HG02717.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02717/raw_data/PacBio_Kinnex/HG02717.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,bam,16805501,0.163283,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02717.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240703_203142_s1,m84081_240709_185528_s2,bc08,HPRC_Kinnex_Pool_2,flnc-4.bam,HPRC_Kinnex_Pool2,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG02735,,SRP305758,PRJNA701308,,HG02735.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_Kinnex/HG02735.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam,bam,16281883,0.173619,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG02735.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240717_055117_s2,m84081_240717_075054_s1,bc07,HPRC_Kinnex_Pool_8,flnc-3.bam,HPRC_Kinnex_Pool8,1,1.0.0,2.2.0,2.9.0,4.1.1,True
