sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,coverage,total_bp,total_Gbp,ntsm_score,production,title,design_description,generator_facility,generator_contact,library_ID,library_strategy,library_source,library_selection,library_layout,shear_method,platform,instrument_model,assembly
HG00738,SRR30613833,SRP305758,PRJNA701308,SAMN26237493,HG00738-27a-2_S6_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L001_R1_001.fastq.gz,unaligned reads,6.76,20966714303,20.97,0.499276,HiC,Illumina Sequencing of Omni-C Libraries of HG00738,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00738-27a-2-2_S6_L001_R1_001-2_S6_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00738,SRR30613829,SRP305758,PRJNA701308,SAMN26237493,HG00738-27a-2_S6_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L002_R1_001.fastq.gz,unaligned reads,5.86,18176641824,18.18,0.513316,HiC,Illumina Sequencing of Omni-C Libraries of HG00738,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00738-27a-2-2_S6_L002_R1_001-2_S6_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00738,SRR30613825,SRP305758,PRJNA701308,SAMN26237493,HG00738-27a-2_S6_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L003_R1_001.fastq.gz,unaligned reads,5.78,17927564334,17.93,0.527902,HiC,Illumina Sequencing of Omni-C Libraries of HG00738,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00738-27a-2-2_S6_L003_R1_001-2_S6_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00738,SRR30613824,SRP305758,PRJNA701308,SAMN26237493,HG00738-27a-2_S6_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L004_R1_001.fastq.gz,unaligned reads,6.61,20501818761,20.5,0.551244,HiC,Illumina Sequencing of Omni-C Libraries of HG00738,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00738-27a-2-2_S6_L004_R1_001-2_S6_L004_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01099,SRR30613670,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-1_S9_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L001_R1_001.fastq.gz,unaligned reads,14.3,44345156707,44.35,0.446262,HiC,Illumina Sequencing of Omni-C Libraries of HG01099,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01099-48d-1-1_S9_L001_R1_001-1_S9_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01099,SRR30613669,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-1_S9_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L002_R1_001.fastq.gz,unaligned reads,14.27,44250179223,44.25,0.475752,HiC,Illumina Sequencing of Omni-C Libraries of HG01099,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01099-48d-1-1_S9_L002_R1_001-1_S9_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01099,SRR30613667,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-1_S9_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L003_R1_001.fastq.gz,unaligned reads,13.86,42973424503,42.97,0.463932,HiC,Illumina Sequencing of Omni-C Libraries of HG01099,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01099-48d-1-1_S9_L003_R1_001-1_S9_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01099,SRR30613666,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-1_S9_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L004_R1_001.fastq.gz,unaligned reads,13.43,41647099520,41.65,0.457563,HiC,Illumina Sequencing of Omni-C Libraries of HG01099,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01099-48d-1-1_S9_L004_R1_001-1_S9_L004_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01099,SRR30613665,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-2_S10_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-2_S10_L001_R1_001.fastq.gz,unaligned reads,11.02,34159284495,34.16,0.489721,HiC,Illumina Sequencing of Omni-C Libraries of HG01099,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01099-48d-2-2_S10_L001_R1_001-2_S10_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01099,SRR30613663,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-2_S10_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-2_S10_L002_R1_001.fastq.gz,unaligned reads,10.92,33839554348,33.84,0.499502,HiC,Illumina Sequencing of Omni-C Libraries of HG01099,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01099-48d-2-2_S10_L002_R1_001-2_S10_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01099,SRR30613662,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-2_S10_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-2_S10_L003_R1_001.fastq.gz,unaligned reads,10.22,31688513653,31.69,0.476125,HiC,Illumina Sequencing of Omni-C Libraries of HG01099,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01099-48d-2-2_S10_L003_R1_001-2_S10_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01099,SRR30613660,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-2_S10_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-2_S10_L004_R1_001.fastq.gz,unaligned reads,9.61,29788957117,29.79,0.507264,HiC,Illumina Sequencing of Omni-C Libraries of HG01099,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01099-48d-2-2_S10_L004_R1_001-2_S10_L004_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01255,SRR30613659,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-1_S1_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-1_S1_L001_R1_001.fastq.gz,unaligned reads,5.38,16681351404,16.68,0.529301,HiC,Illumina Sequencing of Omni-C Libraries of HG01255,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01255-22b-1-1_S1_L001_R1_001-1_S1_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01255,SRR30613658,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-1_S1_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-1_S1_L002_R1_001.fastq.gz,unaligned reads,5.22,16195169606,16.2,0.506356,HiC,Illumina Sequencing of Omni-C Libraries of HG01255,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01255-22b-1-1_S1_L002_R1_001-1_S1_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01255,SRR30613657,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-1_S1_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-1_S1_L003_R1_001.fastq.gz,unaligned reads,4.98,15429008129,15.43,0.563926,HiC,Illumina Sequencing of Omni-C Libraries of HG01255,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01255-22b-1-1_S1_L003_R1_001-1_S1_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01255,SRR30613656,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-1_S1_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-1_S1_L004_R1_001.fastq.gz,unaligned reads,5.36,16617551009,16.62,0.514441,HiC,Illumina Sequencing of Omni-C Libraries of HG01255,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01255-22b-1-1_S1_L004_R1_001-1_S1_L004_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01255,SRR30613654,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-2_S2_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-2_S2_L001_R1_001.fastq.gz,unaligned reads,7.93,24589117638,24.59,0.467304,HiC,Illumina Sequencing of Omni-C Libraries of HG01255,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01255-22b-2-2_S2_L001_R1_001-2_S2_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01255,SRR30613652,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-2_S2_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-2_S2_L002_R1_001.fastq.gz,unaligned reads,7.14,22131125314,22.13,0.468712,HiC,Illumina Sequencing of Omni-C Libraries of HG01255,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01255-22b-2-2_S2_L002_R1_001-2_S2_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01255,SRR30613651,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-2_S2_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-2_S2_L003_R1_001.fastq.gz,unaligned reads,7.17,22238062415,22.24,0.474316,HiC,Illumina Sequencing of Omni-C Libraries of HG01255,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01255-22b-2-2_S2_L003_R1_001-2_S2_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01255,SRR30613650,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-2_S2_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-2_S2_L004_R1_001.fastq.gz,unaligned reads,7.97,24716422119,24.72,0.497556,HiC,Illumina Sequencing of Omni-C Libraries of HG01255,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01255-22b-2-2_S2_L004_R1_001-2_S2_L004_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01346,SRR30613832,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-1_S13_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-1_S13_L001_R1_001.fastq.gz,unaligned reads,5.19,16080143956,16.08,0.531304,HiC,Illumina Sequencing of Omni-C Libraries of HG01346,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01346-35a-1-1_S13_L001_R1_001-1_S13_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01346,SRR30613830,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-1_S13_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-1_S13_L002_R1_001.fastq.gz,unaligned reads,5.09,15782722375,15.78,0.519959,HiC,Illumina Sequencing of Omni-C Libraries of HG01346,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01346-35a-1-1_S13_L002_R1_001-1_S13_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01346,SRR30613828,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-1_S13_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-1_S13_L003_R1_001.fastq.gz,unaligned reads,5.19,16095195043,16.1,0.510559,HiC,Illumina Sequencing of Omni-C Libraries of HG01346,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01346-35a-1-1_S13_L003_R1_001-1_S13_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01346,SRR30613672,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-1_S13_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-1_S13_L004_R1_001.fastq.gz,unaligned reads,4.96,15380919737,15.38,0.515589,HiC,Illumina Sequencing of Omni-C Libraries of HG01346,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01346-35a-1-1_S13_L004_R1_001-1_S13_L004_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01346,SRR30613827,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-2_S14_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-2_S14_L001_R1_001.fastq.gz,unaligned reads,4.69,14544675512,14.54,0.543407,HiC,Illumina Sequencing of Omni-C Libraries of HG01346,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01346-35a-2-2_S14_L001_R1_001-2_S14_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01346,SRR30613826,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-2_S14_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-2_S14_L002_R1_001.fastq.gz,unaligned reads,4.6,14268195144,14.27,0.523963,HiC,Illumina Sequencing of Omni-C Libraries of HG01346,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01346-35a-2-2_S14_L002_R1_001-2_S14_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01346,SRR30613822,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-2_S14_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-2_S14_L003_R1_001.fastq.gz,unaligned reads,4.7,14561225280,14.56,0.556958,HiC,Illumina Sequencing of Omni-C Libraries of HG01346,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01346-35a-2-2_S14_L003_R1_001-2_S14_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01346,SRR30613821,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-2_S14_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-2_S14_L004_R1_001.fastq.gz,unaligned reads,4.49,13931683671,13.93,0.552218,HiC,Illumina Sequencing of Omni-C Libraries of HG01346,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01346-35a-2-2_S14_L004_R1_001-2_S14_L004_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01496,SRR30613819,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-1_S13_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-1_S13_L001_R1_001.fastq.gz,unaligned reads,5.39,16707109865,16.71,0.534152,HiC,Illumina Sequencing of Omni-C Libraries of HG01496,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01496-43a-1-1_S13_L001_R1_001-1_S13_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01496,SRR30613818,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-1_S13_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-1_S13_L002_R1_001.fastq.gz,unaligned reads,4.4,13629250197,13.63,0.551344,HiC,Illumina Sequencing of Omni-C Libraries of HG01496,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01496-43a-1-1_S13_L002_R1_001-1_S13_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01496,SRR30613664,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-1_S13_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-1_S13_L003_R1_001.fastq.gz,unaligned reads,4.47,13851906875,13.85,0.569148,HiC,Illumina Sequencing of Omni-C Libraries of HG01496,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01496-43a-1-1_S13_L003_R1_001-1_S13_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01496,SRR30613817,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-1_S13_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-1_S13_L004_R1_001.fastq.gz,unaligned reads,5.31,16453739298,16.45,0.546852,HiC,Illumina Sequencing of Omni-C Libraries of HG01496,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01496-43a-1-1_S13_L004_R1_001-1_S13_L004_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01496,SRR30613816,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-2_S14_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-2_S14_L001_R1_001.fastq.gz,unaligned reads,4.63,14366749798,14.37,0.554269,HiC,Illumina Sequencing of Omni-C Libraries of HG01496,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01496-43a-2-2_S14_L001_R1_001-2_S14_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01496,SRR30613661,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-2_S14_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-2_S14_L002_R1_001.fastq.gz,unaligned reads,3.8,11789935190,11.79,0.539892,HiC,Illumina Sequencing of Omni-C Libraries of HG01496,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01496-43a-2-2_S14_L002_R1_001-2_S14_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01496,SRR30613815,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-2_S14_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-2_S14_L003_R1_001.fastq.gz,unaligned reads,3.8,11778606793,11.78,0.573823,HiC,Illumina Sequencing of Omni-C Libraries of HG01496,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01496-43a-2-2_S14_L003_R1_001-2_S14_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01496,SRR30613814,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-2_S14_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-2_S14_L004_R1_001.fastq.gz,unaligned reads,4.52,14002944412,14.0,0.557804,HiC,Illumina Sequencing of Omni-C Libraries of HG01496,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01496-43a-2-2_S14_L004_R1_001-2_S14_L004_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01884,SRR30613812,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-1_S5_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-1_S5_L001_R1_001.fastq.gz,unaligned reads,11.17,34623182101,34.62,0.480757,HiC,Illumina Sequencing of Omni-C Libraries of HG01884,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01884-49d-1-1_S5_L001_R1_001-1_S5_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01884,SRR30613811,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-1_S5_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-1_S5_L002_R1_001.fastq.gz,unaligned reads,11.19,34676518613,34.68,0.44543,HiC,Illumina Sequencing of Omni-C Libraries of HG01884,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01884-49d-1-1_S5_L002_R1_001-1_S5_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01884,SRR30613810,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-1_S5_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-1_S5_L003_R1_001.fastq.gz,unaligned reads,10.71,33214817044,33.21,0.490835,HiC,Illumina Sequencing of Omni-C Libraries of HG01884,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01884-49d-1-1_S5_L003_R1_001-1_S5_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01884,SRR30613809,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-1_S5_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-1_S5_L004_R1_001.fastq.gz,unaligned reads,10.44,32369409063,32.37,0.455756,HiC,Illumina Sequencing of Omni-C Libraries of HG01884,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01884-49d-1-1_S5_L004_R1_001-1_S5_L004_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01884,SRR30613653,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-2_S6_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-2_S6_L001_R1_001.fastq.gz,unaligned reads,12.1,37516948189,37.52,0.452907,HiC,Illumina Sequencing of Omni-C Libraries of HG01884,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01884-49d-2-2_S6_L001_R1_001-2_S6_L001_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01884,SRR30613808,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-2_S6_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-2_S6_L002_R1_001.fastq.gz,unaligned reads,12.06,37393333326,37.39,0.490871,HiC,Illumina Sequencing of Omni-C Libraries of HG01884,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01884-49d-2-2_S6_L002_R1_001-2_S6_L002_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01884,SRR30613807,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-2_S6_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-2_S6_L003_R1_001.fastq.gz,unaligned reads,11.57,35880705852,35.88,0.466052,HiC,Illumina Sequencing of Omni-C Libraries of HG01884,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01884-49d-2-2_S6_L003_R1_001-2_S6_L003_R2_001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
